Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,22.82,,1.16
12M 2008,32.58,30.15,24.64,38.09,11.2,9.16,12.1,8.66,5.35,4.8,2.26,1.9,-1318.03,-1318.03,1.0
12M 2009,44.82,34.04,36.93,41.93,8.14,7.61,10.72,12.24,3.53,3.25,1.64,1.54,-77.13,-77.13,0.96
12M 2010,43.48,34.67,50.01,28.14,8.39,7.44,10.53,8.98,4.14,4.08,1.78,1.64,66.29,66.29,1.05
12M 2011,36.41,27.44,54.23,9.62,10.03,8.66,13.3,14.64,6.87,7.82,2.35,2.29,13.63,13.63,1.36
12M 2012,44.72,23.83,63.97,4.58,8.16,7.41,15.32,13.47,7.72,6.98,2.16,2.01,9.54,9.54,1.44
12M 2013,60.71,28.18,64.99,23.9,6.01,5.55,12.95,11.78,6.03,5.33,1.69,1.56,19.77,19.77,1.17
12M 2014,69.65,24.27,67.0,26.92,5.24,4.77,15.04,17.63,5.21,5.18,1.53,1.47,41.92,41.92,1.09
12M 2015,67.94,19.88,77.12,10.7,5.37,5.55,18.36,17.67,4.46,4.33,1.32,1.27,8.19,8.19,1.5
12M 2016,67.4,25.17,90.56,2.01,5.42,5.59,14.5,13.8,3.37,3.44,0.98,0.97,9.65,9.65,1.27
12M 2017,52.54,21.51,77.38,-3.33,6.95,6.65,16.97,16.57,4.17,4.49,1.12,1.08,5.4,5.4,1.62
12M 2018,55.03,20.16,72.81,2.38,6.63,5.52,18.1,15.3,5.15,5.01,1.28,1.16,7.35,7.35,1.4
12M 2019,73.37,27.44,99.79,1.02,4.97,5.25,13.3,14.61,4.24,4.12,1.05,1.07,10.51,10.51,1.24
12M 2020,68.91,30.97,103.05,-3.17,5.3,7.0,11.79,19.67,3.39,3.42,0.88,0.96,6.03,6.03,1.58
12M 2021,48.68,26.64,84.01,-8.69,7.5,5.75,13.7,12.21,5.09,5.15,1.22,1.15,9.47,9.47,1.29
12M 2022,40.15,22.9,71.7,-8.65,9.09,7.62,15.94,19.51,9.53,9.54,1.88,1.77,10.42,10.42,1.4
12M 2023,53.66,30.01,91.02,-7.35,6.8,6.73,12.16,13.71,8.04,8.09,1.47,1.43,7.53,7.53,1.45
12M 2024,65.81,34.18,103.17,-3.18,5.55,5.09,10.68,13.7,6.55,6.22,1.22,1.23,5.13,5.13,1.56
