Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,1.16,0.78,0.87,2.74,0.0,0.0,0.7,0.32,1.57
12M 2008,1.0,0.64,1.24,3.03,0.0,0.0,1.06,0.41,1.81
12M 2009,0.96,0.71,1.33,3.48,0.0,0.0,1.17,0.38,2.2
12M 2010,1.05,0.68,0.99,3.21,0.0,0.0,0.7,0.31,2.01
12M 2011,1.36,1.03,0.3,2.46,0.0,0.0,-0.09,0.12,1.4
12M 2012,1.44,1.17,0.75,2.92,0.0,0.0,0.29,0.26,1.88
12M 2013,1.17,0.89,1.08,3.07,0.0,0.0,0.91,0.35,1.94
12M 2014,1.09,0.94,0.77,2.74,0.0,0.0,0.6,0.28,1.64
12M 2015,1.5,1.3,0.64,2.5,0.0,0.0,0.43,0.26,1.3
12M 2016,1.27,1.12,0.59,2.32,0.0,0.0,0.39,0.26,1.14
12M 2017,1.62,1.43,0.42,2.23,0.0,0.0,0.19,0.19,1.03
12M 2018,1.4,1.23,0.51,2.38,0.0,0.0,0.25,0.21,1.2
12M 2019,1.24,1.05,0.55,2.57,0.0,0.0,0.33,0.22,1.36
12M 2020,1.58,1.37,0.45,2.13,0.0,0.0,0.27,0.21,0.93
12M 2021,1.29,1.04,0.3,2.52,0.0,0.0,0.02,0.12,1.31
12M 2022,1.4,1.13,0.25,2.48,0.0,0.0,-0.15,0.1,1.28
12M 2023,1.45,1.2,0.38,2.69,0.0,0.0,-0.2,0.14,1.44
12M 2024,1.56,1.3,0.42,2.86,0.0,0.0,-0.05,0.15,1.6
