Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,28.81,,,,,12.17,,1.24
12M 2009,26.85,8.98,25.43,10.4,20.46,,40.66,30.81,0.49,,0.34,,-8.54,,0.65
12M 2010,18.17,10.36,32.24,-3.71,20.09,,35.24,28.71,0.47,,0.35,,-10.72,,0.69
12M 2011,20.66,16.11,39.29,-2.52,,,22.66,20.15,0.49,,0.36,,3.92,,2.0
12M 2012,25.95,20.99,38.46,8.48,14.06,,17.39,15.71,0.51,,0.35,,2.76,,2.33
12M 2013,23.56,28.65,30.61,21.6,15.49,,12.74,12.46,0.57,,0.26,,0.68,,6.48
12M 2014,13.89,19.86,30.94,2.81,26.28,,18.38,16.63,0.66,,0.23,,2.18,,2.38
12M 2015,6.55,12.23,33.69,-14.91,55.69,,29.84,27.85,0.73,,0.29,,2.16,,3.74
12M 2016,2.93,18.98,29.85,-7.94,124.71,,19.23,17.7,0.92,,0.37,,2.99,,2.86
12M 2017,6.68,26.03,190.88,-158.17,54.63,,14.02,16.77,0.85,,0.3,,-11.56,,0.86
12M 2018,6.87,21.7,171.37,-142.8,53.15,,16.82,17.2,0.88,,0.27,,3.11,,2.44
12M 2019,4.73,19.7,46.03,-21.6,77.18,,18.53,22.02,0.84,,0.23,,2.91,,2.27
12M 2020,5.86,22.86,50.86,-22.14,62.27,,15.97,18.74,0.6,,0.15,,2.97,,1.93
12M 2021,4.82,27.27,44.98,-12.89,75.75,,13.38,11.92,0.67,,0.15,,3.26,,1.84
12M 2022,4.66,26.16,30.99,-0.17,78.33,,13.95,13.63,0.98,,0.19,,3.13,,2.88
12M 2023,5.97,30.09,27.36,8.7,61.18,,12.13,13.01,0.99,,0.25,,3.58,,2.34
12M 2024,,,,,,,,,,,,,,,1.21
