Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.49 B,1.55,74.19,3.48,,1.72%,2.09%,12.66%,5.64
12M 2009,0.49 B,0.65,155.38,3.32,,0.75%,0.87%,2.24%,2.66
12M 2010,0.49 B,0.29,206.90,1.98,,0.33%,0.38%,0.11%,0.18
12M 2011,0.49 B,0.70,71.43,1.60,,0.78%,0.92%,1.48%,1.35
12M 2012,0.49 B,0.52,211.54,3.42,,0.56%,0.68%,0.93%,0.88
12M 2013,0.49 B,-0.45,-333.33,4.98,,-0.32%,-0.37%,-1.66%,-2.72
12M 2014,0.49 B,2.51,41.83,3.25,,1.75%,2.13%,-1.11%,-3.42
12M 2015,0.49 B,0.96,71.88,1.74,,0.72%,0.82%,0.30%,0.52
12M 2016,0.49 B,1.51,37.75,1.14,,1.08%,1.27%,0.58%,1.90
12M 2017,0.49 B,3.27,47.40,3.35,,1.97%,2.74%,-4.93%,-9.17
12M 2018,0.49 B,10.02,27.74,6.11,(3.28 B),5.80%,7.73%,-8.81%,-19.66
12M 2019,0.49 B,11.56,28.20,8.03,(2.50 B),6.25%,8.75%,-6.24%,-19.32
12M 2020,0.49 B,-10.81,-22.02,8.70,(1.75 B),-6.09%,-8.96%,-5.58%,-16.55
12M 2021,0.49 B,18.29,24.38,15.02,1.37 B,8.88%,13.13%,-0.84%,-3.43
12M 2022,0.49 B,13.37,23.49,7.53,(19.73 B),5.89%,9.46%,-22.00%,-187.72
12M 2023,0.49 B,-105.39,-1.41,3.74,(0.18 B),-113.35%,-306.61%,-3.56%,-21.06
