Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,2 B,(6 B),(4 B),-7.86
12M 2009,2 B,(2 B),0 B,0.82
12M 2010,(0 B),(1 B),(1 B),-1.41
12M 2011,2 B,(3 B),(1 B),-1.59
12M 2012,1 B,(1 B),,0.04
12M 2013,2 B,(1 B),1 B,1.25
12M 2014,3 B,(8 B),(5 B),-10.20
12M 2015,1 B,(2 B),(0 B),-0.84
12M 2016,3 B,(4 B),(1 B),-2.59
12M 2017,11 B,(3 B),8 B,16.47
12M 2018,(12 B),(1 B),(12 B),-28.02
12M 2019,(2 B),(1 B),(3 B),-5.19
12M 2020,1 B,(2 B),(1 B),-1.50
12M 2021,(1 B),0 B,(0 B),-0.51
12M 2022,0 B,(1 B),(1 B),-1.72
12M 2023,(0 B),(1 B),(1 B),-2.00
