Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,1.78,0.93,0.61,1.85,0.0,0.0,0.54,0.33,0.84
12M 2012,2.25,1.17,0.9,2.33,0.0,0.0,0.74,0.38,1.31
12M 2013,1.77,0.9,1.47,3.01,0.0,0.0,1.31,0.49,1.97
12M 2014,1.75,0.83,1.62,3.08,0.0,0.0,1.52,0.52,2.04
12M 2015,1.19,0.57,1.75,3.14,0.0,0.0,1.61,0.56,2.09
12M 2016,1.15,0.54,1.75,3.3,0.0,0.0,1.59,0.53,2.24
12M 2017,1.19,0.53,1.45,3.39,0.0,0.0,1.26,0.43,2.33
12M 2018,1.22,0.53,1.47,3.72,0.0,0.0,1.15,0.39,2.64
12M 2019,1.26,0.52,2.12,3.79,0.0,0.0,1.76,0.56,2.72
12M 2020,1.33,0.63,3.23,5.02,0.0,0.0,3.1,0.64,3.94
12M 2021,2.69,1.26,4.24,6.12,0.0,0.0,4.1,0.69,5.02
12M 2022,1.35,0.57,5.57,7.74,0.0,0.0,5.43,0.72,6.63
12M 2023,1.32,0.57,7.77,10.3,0.0,0.0,7.61,0.75,9.15
