Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,476.47,0.00,476.47,,,,,
12M 2014,2.29,567.69,2.29,567.69,,,,,
12M 2015,4.91,682.89,4.91,682.89,,,,,
12M 2016,4.39,797.82,4.39,797.82,,,,,
12M 2017,6.12,980.68,6.12,980.68,,,,,
12M 2018,5.68,1145.13,5.68,1145.13,,,,,
12M 2019,5.97,1673.92,5.97,1673.92,,,,,
12M 2020,5.28,1895.16,5.28,1895.16,,,,,
12M 2021,3.40,1943.53,3.40,1943.53,,,,,
12M 2022,4.09,2650.89,4.09,2650.89,,,,,
12M 2023,3.95,2610.41,3.95,2610.41,,,,,
12M 2024,4.27,135.87,4.27,135.87,,,,,
