Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2013,61 B,(4 B),57 B,128.84
12M 2014,52 B,(2 B),50 B,97.80
12M 2015,52 B,(1 B),51 B,99.44
12M 2016,47 B,(1 B),46 B,89.81
12M 2017,74 B,(0 B),74 B,143.66
12M 2018,70 B,(1 B),69 B,133.36
12M 2019,163 B,(25 B),138 B,246.02
12M 2020,564 B,(16 B),548 B,975.31
12M 2021,441 B,(108 B),333 B,592.85
12M 2022,329 B,(221 B),108 B,209.61
12M 2023,360 B,(547 B),(187 B),-363.31
12M 2024,330 B,(970 B),(640 B),-62.05
