Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,,,0.0
12M 2014,,,,,,,,,32.41,32.76,0.4,0.31,,,0.0
12M 2015,,,,,,,,,64.05,35.82,0.43,0.39,,,0.0
12M 2016,,,,,,,,,121.12,144.63,0.46,0.44,,,0.0
12M 2017,,,,,,,,,134.54,140.84,0.51,0.31,,,0.0
12M 2018,,,,,,,,,103.19,110.98,0.45,0.42,,,0.0
12M 2019,,,,,,,,,2.99,1.53,0.56,0.36,,,0.0
12M 2020,,,,,,,,,1.38,1.41,0.32,0.33,,,0.0
12M 2021,,,,,,,,,1.18,1.09,0.33,0.34,,,0.0
12M 2022,,,,,,,,,0.8,0.75,0.27,0.26,,,0.0
12M 2023,,,,,,,,,0.73,0.71,0.26,0.25,,,0.0
12M 2024,,,,,,,,,0.62,0.57,0.23,0.22,,,0.0
