Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.57,270.22,0.57,269.31,,,,,
12M 2009,0.67,284.89,0.67,283.46,,,,,
12M 2010,0.94,284.30,0.95,282.90,,,,,
12M 2011,1.88,250.60,1.88,250.60,,,,,
12M 2012,1.89,242.31,1.93,236.47,,,,,
12M 2013,1.67,245.69,1.71,240.14,,,,,
12M 2014,1.44,260.46,1.47,255.63,,,,,
12M 2015,0.96,276.82,0.98,271.61,,,,,
12M 2016,0.74,397.15,0.74,392.45,,,,,
12M 2017,1.02,234.82,1.03,232.63,,,,,
12M 2018,0.80,228.61,0.80,226.94,,,,,
12M 2019,0.78,229.47,0.79,228.00,,,,,
12M 2020,0.53,201.23,0.53,199.54,,,,,
12M 2021,0.97,197.03,0.99,194.44,,,,,
12M 2022,0.45,227.70,0.45,224.90,,,,,
12M 2023,0.61,133.44,0.61,131.74,,,,,
12M 2024,0.53,135.07,0.53,133.35,,,,,
