Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96
12M 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71
