Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.50 B,6.21,24.80,0.37,,0.14%,2.30%,-0.54%,
12M 2009,0.63 B,6.37,29.83,0.55,,0.17%,2.23%,0.37%,
12M 2010,0.63 B,1.94,138.14,0.73,,0.05%,0.68%,0.45%,
12M 2011,3.56 B,1.74,270.69,5.57,,0.17%,0.69%,0.46%,
12M 2012,3.56 B,-8.28,-55.19,4.75,,-0.64%,-3.42%,-1.06%,
12M 2013,6.16 B,0.55,747.27,5.00,,0.03%,0.22%,-0.07%,
12M 2014,8.76 B,13.80,27.17,2.69,,0.58%,5.30%,1.00%,
12M 2015,8.76 B,17.82,14.93,1.14,,0.61%,6.44%,0.88%,
12M 2016,8.76 B,-74.26,-3.93,1.25,,-2.67%,-18.70%,-3.44%,
12M 2017,16.99 B,-46.48,-5.16,2.48,,-3.21%,-19.79%,-3.87%,
12M 2018,20.44 B,0.71,256.34,2.75,73.41 B,0.07%,0.31%,0.11%,
12M 2019,20.44 B,0.26,692.31,2.62,41.84 B,0.02%,0.11%,0.02%,
12M 2020,20.44 B,-20.66,-5.13,1.76,(217.12 B),-2.31%,-10.27%,-1.35%,
12M 2021,20.44 B,-77.25,-2.49,4.50,"(1,407.06 B)",-8.92%,-39.21%,-8.24%,
12M 2022,20.44 B,-19.61,-5.20,2.41,(325.68 B),-2.40%,-8.61%,-2.33%,
12M 2023,35.16 B,1.97,41.12,3.01,145.45 B,0.59%,1.48%,0.49%,
12M 2024,35.16 B,1.58,44.94,3.40,155.71 B,0.43%,1.17%,0.70%,
