Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.66 B,-42.04,-8.56,0.17,,-1.86%,-6.19%,25.49%,4.17
12M 2009,1.66 B,98.79,6.28,0.25,,4.85%,12.73%,13.71%,2.69
12M 2010,1.66 B,121.13,22.12,0.94,,5.48%,13.69%,20.84%,3.63
12M 2011,1.66 B,217.12,23.72,1.45,,8.16%,20.09%,28.68%,5.04
12M 2012,1.66 B,260.69,25.51,1.46,,7.22%,19.92%,27.96%,4.61
12M 2013,1.66 B,197.47,27.85,0.94,,4.20%,13.50%,21.09%,3.13
12M 2014,1.66 B,44.63,113.82,0.71,,0.85%,2.92%,12.12%,1.37
12M 2015,1.66 B,22.49,168.96,0.49,,0.39%,1.25%,9.47%,1.31
12M 2016,1.66 B,125.59,43.00,0.63,,1.95%,6.51%,13.99%,2.11
12M 2017,1.66 B,201.60,30.75,0.63,,2.93%,8.29%,16.77%,2.78
12M 2018,16.60 B,44.33,18.16,0.71,"2,267.71 B",5.82%,13.50%,21.39%,2.81
12M 2019,16.60 B,56.23,18.76,0.81,"2,782.23 B",6.70%,15.13%,24.95%,9.09
12M 2020,16.60 B,-33.36,-23.68,0.88,"2,252.32 B",-3.14%,-10.35%,-0.61%,-0.10
12M 2021,16.60 B,26.44,26.85,0.64,"3,450.16 B",2.62%,7.47%,12.08%,2.47
12M 2022,16.60 B,127.09,11.37,0.89,"5,466.93 B",10.06%,26.05%,26.10%,6.37
12M 2023,16.60 B,114.07,15.69,0.89,"6,212.40 B",6.88%,18.94%,24.08%,7.59
12M 2024,16.60 B,106.48,13.24,0.62,"6,443.36 B",5.99%,15.11%,19.71%,5.68
