Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.4,0.58,1.39,3.34,0.0,0.0,1.14,0.42,2.34
12M 2009,1.45,0.55,0.91,2.62,0.0,0.0,0.77,0.35,1.62
12M 2010,1.27,0.54,0.68,2.5,0.0,0.0,0.53,0.27,1.5
12M 2011,1.04,0.44,0.63,2.46,0.0,0.0,0.47,0.26,1.46
12M 2012,1.22,0.5,0.91,2.76,0.0,0.0,0.67,0.33,1.76
12M 2013,1.12,0.38,1.14,3.22,0.0,0.0,0.99,0.36,2.22
12M 2014,1.34,0.51,1.35,3.42,0.0,0.0,1.15,0.39,2.39
12M 2015,1.73,0.71,1.23,3.19,0.0,0.0,1.06,0.39,2.19
12M 2016,1.58,0.86,1.45,3.33,0.0,0.0,0.98,0.44,2.33
12M 2017,1.49,0.82,0.91,2.83,0.0,0.0,0.59,0.32,1.78
12M 2018,1.35,0.75,0.52,2.32,0.0,0.0,0.26,0.23,1.21
12M 2019,1.44,0.8,0.32,2.26,0.0,0.0,0.03,0.14,1.06
12M 2020,1.11,0.61,0.55,3.3,0.0,0.0,0.03,0.17,2.08
12M 2021,1.23,0.67,0.27,2.86,0.0,0.0,-0.2,0.09,1.65
12M 2022,1.42,0.8,0.13,2.59,0.0,0.0,-0.34,0.05,1.39
12M 2023,1.36,0.62,0.33,2.75,0.0,0.0,-0.03,0.12,1.51
12M 2024,1.44,0.69,0.24,2.52,0.0,0.0,-0.11,0.09,1.29
