Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2013,0.7,0.7,0.0,1.18,0.0,0.0,-0.08,0.0,0.17
12M 2014,0.06,0.06,4.01,6.35,0.0,0.0,3.8,0.63,5.34
12M 2015,1.55,1.55,0.01,1.12,0.0,0.0,-0.11,0.01,0.12
12M 2016,2.09,2.04,0.74,1.91,0.0,0.0,0.48,0.39,0.91
12M 2017,0.91,0.61,0.71,1.96,0.0,0.0,0.52,0.36,0.96
12M 2018,0.85,0.37,0.7,2.25,0.0,0.0,0.66,0.31,1.06
12M 2019,0.81,0.43,0.59,1.93,0.0,0.0,0.49,0.31,0.87
12M 2020,1.04,0.51,0.5,1.74,0.0,0.0,0.41,0.29,0.68
12M 2021,1.38,0.94,0.5,1.69,0.0,0.0,0.25,0.3,0.66
12M 2022,1.48,1.07,1.41,3.86,0.0,0.0,0.96,0.36,1.85
12M 2023,1.33,0.84,1.71,5.36,0.0,0.0,1.15,0.32,2.37
12M 2024,1.1,0.7,1.87,5.68,0.0,0.0,1.38,0.33,2.52
