Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,,,0.0
12M 2013,,,,,,,,,,,,,,,0.7
12M 2014,,,,,,,,,,,,,,,0.06
12M 2015,,,,,,,,,,,,,,,1.55
12M 2016,,,,,,,,,,,,,,,2.09
12M 2017,,123.41,51.34,72.07,,77.53,2.96,1.62,1.19,1.07,0.38,0.35,-13.31,-13.31,0.91
12M 2018,0.82,138.74,57.25,82.31,443.44,204.95,2.63,1.81,1.51,1.14,0.51,0.38,-10.21,-10.21,0.85
12M 2019,0.71,136.19,56.3,80.6,513.52,45.0,2.68,2.32,1.36,1.24,0.46,0.42,-8.3,-8.3,0.81
12M 2020,1.25,166.47,45.07,122.65,291.17,175.17,2.19,2.18,1.09,1.09,0.36,0.34,46.91,46.91,1.04
12M 2021,1.25,161.36,34.59,128.02,291.38,442.63,2.26,2.1,1.29,1.31,0.35,0.31,3.35,3.35,1.38
12M 2022,14.61,100.64,37.08,78.17,24.99,13.17,3.63,2.75,1.12,0.73,0.33,0.23,2.85,2.85,1.48
12M 2023,20.25,82.44,49.06,53.63,18.02,11.75,4.43,3.43,1.13,0.98,0.38,0.35,5.67,5.67,1.33
12M 2024,24.52,79.17,47.74,55.95,14.89,10.53,4.61,5.03,1.21,1.18,0.44,0.44,19.07,19.07,1.1
