Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2014,,,,,,,,,,,,,1.85,,1.35
12M 2015,7.45,693.19,14.88,685.76,48.97,43.8,0.53,0.45,5.52,5.3,0.52,0.47,1.15,1.15,2.02
12M 2016,13.54,1479.07,31.5,1461.11,26.95,30.35,0.25,0.23,2.82,2.83,0.28,0.26,0.59,0.59,2.52
12M 2017,11.8,2394.75,47.67,2358.88,30.92,34.6,0.15,0.15,2.15,2.54,0.2,0.2,0.35,0.35,3.96
12M 2018,9.34,2903.21,62.19,2850.36,39.06,50.93,0.13,0.12,2.28,2.37,0.17,0.18,0.32,0.32,3.21
12M 2019,6.7,2882.43,64.83,2824.3,54.47,38.95,0.13,0.13,2.22,2.12,0.17,0.17,0.32,0.32,2.91
12M 2020,15.85,11946.55,168.81,11793.59,23.02,27.94,0.03,0.03,0.76,0.78,0.05,0.05,0.31,0.31,1.18
12M 2021,3.66,5632.33,57.98,5578.01,99.83,93.54,0.06,0.07,3.13,3.22,0.17,0.17,1.15,1.15,1.2
12M 2022,6.72,3222.58,35.71,3193.59,54.34,31.21,0.11,0.11,3.29,3.38,0.17,0.17,1.94,1.94,1.11
12M 2023,15.41,7159.23,81.85,7092.79,23.69,28.43,0.05,0.05,1.88,1.93,0.09,0.09,0.73,0.73,1.16
