Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,3.17,1.69,0.29,1.43,0.0,0.0,0.28,0.2,0.43
12M 2012,2.75,1.14,0.39,1.49,0.0,0.0,0.32,0.26,0.49
12M 2013,3.28,1.14,0.24,1.34,0.0,0.0,0.21,0.18,0.34
12M 2014,2.87,1.31,0.29,1.41,0.0,0.0,0.22,0.21,0.41
12M 2015,2.17,1.07,0.52,1.69,0.0,0.0,0.48,0.31,0.69
12M 2016,1.74,0.79,0.65,1.78,0.0,0.0,0.64,0.37,0.78
12M 2017,2.13,0.8,0.44,1.57,0.0,0.0,0.43,0.28,0.57
12M 2018,2.45,1.18,0.33,1.44,0.0,0.0,0.31,0.23,0.44
12M 2019,2.47,1.16,0.36,1.51,0.0,0.0,0.3,0.24,0.51
12M 2020,2.17,0.96,0.44,1.54,0.0,0.0,0.38,0.29,0.54
12M 2021,2.48,0.88,0.32,1.41,0.0,0.0,0.28,0.22,0.41
12M 2022,2.82,1.36,0.25,1.33,0.0,0.0,0.23,0.19,0.33
12M 2023,2.89,1.35,0.22,1.32,0.0,0.0,0.2,0.17,0.32
12M 2024,1.96,0.86,0.43,1.54,0.0,0.0,0.42,0.28,0.54
