Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,10.13 B,0.61,54.10,1.76,,0.46%,1.72%,8.10%,0.83
12M 2009,10.13 B,-4.41,-10.43,2.45,,-3.62%,-14.05%,4.96%,0.48
12M 2010,13.54 B,-2.79,-117.92,23.74,,-1.98%,-3.85%,4.46%,0.63
12M 2011,13.69 B,-1.98,-103.54,12.10,,-1.48%,-2.80%,4.90%,0.93
12M 2012,13.69 B,3.17,58.04,9.32,,2.15%,4.31%,5.97%,1.26
12M 2013,15.24 B,3.94,64.72,12.38,,2.33%,3.94%,6.08%,1.55
12M 2014,15.24 B,6.05,33.22,6.20,,2.26%,5.33%,6.58%,1.90
12M 2015,15.24 B,8.60,8.60,1.95,,2.71%,7.09%,6.33%,1.82
12M 2016,15.24 B,9.73,13.36,2.88,,2.69%,7.32%,7.57%,1.94
12M 2017,15.24 B,2.54,84.65,4.40,,0.73%,2.06%,6.46%,1.38
12M 2018,17.71 B,10.14,20.32,5.42,334.40 B,4.17%,7.33%,5.16%,1.10
12M 2019,17.71 B,8.12,27.09,6.18,346.46 B,2.83%,5.53%,6.14%,3.73
12M 2020,17.71 B,3.92,57.14,7.37,204.80 B,1.19%,2.67%,2.67%,2.15
12M 2021,17.71 B,0.34,335.29,2.99,271.37 B,0.09%,0.23%,2.66%,1.05
12M 2022,17.71 B,4.09,29.58,2.56,378.70 B,0.65%,2.71%,3.66%,1.43
12M 2023,17.71 B,-13.20,-18.03,4.59,496.57 B,-5.41%,-6.50%,5.86%,0.79
12M 2024,17.71 B,18.25,13.04,14.35,51.32 B,7.01%,8.23%,0.65%,0.63
