Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,8.39,,1.15
12M 2013,40.17,,75.38,-35.21,9.09,9.96,,,5.71,4.92,0.99,0.87,2.93,2.93,1.48
12M 2014,29.56,1.94,79.34,-47.84,12.35,15.29,188.56,188.56,5.84,5.76,0.97,0.94,3.06,3.06,1.57
12M 2015,36.15,2.44,97.6,-59.01,10.1,8.56,149.42,324.41,4.92,4.57,0.8,0.74,3.47,3.47,1.33
12M 2016,35.73,0.75,79.09,-42.61,10.21,11.55,487.09,570.06,5.27,4.96,0.81,0.68,1.94,1.94,1.8
12M 2017,28.6,0.54,89.72,-60.58,12.76,10.03,671.23,522.35,7.06,6.76,0.78,0.6,3.0,3.0,1.27
12M 2018,28.2,2.15,248.03,-217.68,12.94,10.75,169.75,95.3,6.0,5.21,0.52,0.44,5.19,5.19,1.1
12M 2019,37.63,3.0,361.13,-320.5,9.7,7.82,121.7,139.05,5.26,5.25,0.41,0.38,-7.34,-7.34,0.95
12M 2020,161.2,9.82,674.81,-503.79,2.26,2.22,37.17,32.47,1.72,1.79,0.18,0.35,-2.94,-2.94,0.84
12M 2021,120.1,9.01,134.86,-5.75,3.04,3.45,40.5,42.04,2.49,2.67,0.54,0.54,2.88,2.88,1.4
12M 2022,142.66,8.56,136.36,14.86,2.56,2.94,42.65,46.65,2.13,2.33,0.45,0.48,4.96,4.96,1.15
12M 2023,58.88,4.14,103.55,-40.53,6.2,5.58,88.18,74.81,6.13,6.74,1.0,0.91,-747.82,-747.82,1.0
12M 2024,41.54,2.72,101.03,-56.77,8.79,7.62,133.98,123.36,10.56,11.56,1.17,1.06,-7.55,-7.55,0.86
