Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.15,1.15,0.46,3.46,0.0,0.0,0.16,0.13,2.46
12M 2013,1.48,1.48,0.18,2.32,0.0,0.0,0.1,0.08,1.32
12M 2014,1.57,1.56,0.35,2.28,0.0,0.0,0.28,0.15,1.28
12M 2015,1.33,1.32,0.53,2.91,0.0,0.0,0.44,0.18,1.9
12M 2016,1.8,1.79,0.2,1.92,0.0,0.0,0.09,0.1,0.92
12M 2017,1.27,1.27,1.27,3.76,0.0,0.0,1.12,0.34,2.74
12M 2018,1.1,1.09,2.24,6.51,0.0,0.0,2.07,0.34,5.47
12M 2019,0.95,0.94,17.66,45.75,0.0,0.0,16.86,0.39,44.5
12M 2020,0.84,0.83,3.55,11.1,0.0,0.0,3.29,0.32,9.92
12M 2021,1.4,1.38,0.0,2.28,0.0,0.0,-0.43,0.0,1.26
12M 2022,1.15,1.13,0.0,3.28,0.0,0.0,-0.32,0.0,2.24
12M 2023,1.0,0.99,0.11,6.97,0.0,0.0,-0.69,0.02,5.91
12M 2024,0.86,0.85,-1.7,-16.75,-0.0,0.0,0.85,0.1,-17.59
