Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,82.29,,4.09,,14.88,,1.56,2.32,2.32,6.74
12M 2009,2.17,66.44,18.47,50.14,168.36,192.17,5.49,7.68,14.46,12.75,1.54,1.43,1.93,1.93,10.6
12M 2010,2.13,45.16,19.76,27.53,171.47,155.7,8.08,7.63,9.9,9.55,1.52,1.42,2.18,2.18,7.82
12M 2011,3.17,60.19,15.52,47.84,115.0,103.47,6.06,4.84,8.26,6.79,1.84,1.75,3.57,3.57,5.09
12M 2012,3.54,99.36,9.49,93.41,103.23,88.19,3.67,3.02,7.99,7.47,1.91,1.74,3.19,3.19,5.85
12M 2013,2.62,161.15,22.71,141.06,139.31,171.19,2.27,2.08,8.75,8.74,1.77,1.68,2.98,2.98,3.98
12M 2014,1.8,187.19,23.51,165.48,202.92,272.4,1.95,1.76,10.0,9.85,1.67,1.6,2.6,2.6,5.09
12M 2015,1.38,206.64,17.19,190.83,264.0,330.99,1.77,1.61,10.31,10.68,1.53,1.5,2.31,2.31,5.98
12M 2016,1.64,219.81,16.59,204.86,222.89,234.27,1.66,1.62,9.44,8.78,1.41,1.36,2.03,2.03,7.26
12M 2017,3.63,202.22,16.24,189.61,100.67,97.71,1.8,1.68,12.53,17.32,1.46,1.39,2.06,2.06,7.02
12M 2018,3.19,210.02,17.62,195.59,114.48,143.28,1.74,1.56,18.73,17.72,1.41,1.35,2.32,2.32,5.02
12M 2019,2.81,221.82,16.1,208.53,129.7,102.19,1.65,1.57,18.38,17.23,1.3,1.38,2.27,2.27,5.58
12M 2020,5.72,248.25,16.62,237.35,63.79,62.77,1.47,1.48,15.07,14.43,1.07,1.05,1.77,1.77,5.96
12M 2021,5.86,264.17,15.94,254.09,62.24,107.92,1.38,1.31,13.47,14.08,0.91,0.93,1.46,1.46,7.19
12M 2022,4.12,270.43,14.16,260.39,88.62,89.26,1.35,1.24,15.27,15.61,0.94,0.94,1.44,1.44,8.01
12M 2023,6.81,255.83,12.49,250.15,53.64,49.25,1.43,1.45,17.93,18.03,1.01,1.0,1.54,1.54,7.45
12M 2024,5.17,251.66,13.04,243.79,70.58,101.87,1.45,1.34,18.76,17.75,1.07,1.08,1.69,1.69,6.81
