Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.17 B,10.58,10.96,4.33,,1.14%,1.26%,-5.47%,
12M 2009,1.17 B,-109.37,-1.25,1.98,,-13.37%,-14.76%,-14.23%,
12M 2010,1.17 B,278.76,0.88,3.96,,23.92%,25.58%,-9.81%,
12M 2011,1.17 B,-175.11,-1.17,2.39,,-17.40%,-19.07%,-9.43%,
12M 2012,1.17 B,249.48,1.10,3.46,,18.36%,19.40%,21.29%,1823.52
12M 2013,1.17 B,238.81,2.01,5.94,,14.94%,15.62%,16.48%,978.20
12M 2014,1.17 B,450.52,1.33,7.50,,21.16%,22.03%,25.17%,1044.46
12M 2015,1.17 B,-262.37,-0.69,2.15,,-12.57%,-14.63%,-12.36%,-12.67
12M 2016,1.17 B,-182.01,-1.27,3.15,,-10.11%,-11.97%,-8.82%,-5.94
12M 2017,1.17 B,-294.53,-0.44,1.68,,-20.90%,-25.80%,-0.65%,-0.40
12M 2018,1.17 B,-52.92,-2.02,1.50,(5.48 B),-4.72%,-6.13%,-0.72%,-0.37
12M 2019,1.17 B,-19.42,-5.25,1.86,8.67 B,-2.26%,-2.86%,0.68%,0.27
12M 2020,1.17 B,-18.04,-4.71,6.66,(6.34 B),-2.26%,-2.86%,-1.00%,-0.46
12M 2021,1.17 B,212.11,1.29,51.64,141.67 B,25.49%,25.81%,15.81%,11.09
12M 2022,1.17 B,33.04,8.29,12.82,24.66 B,3.44%,3.48%,2.17%,
12M 2023,1.17 B,271.83,0.86,13.02,29.39 B,18.90%,19.69%,2.13%,
12M 2024,1.17 B,34.84,7.29,14.42,7.49 B,2.31%,2.33%,0.44%,
