Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(5 B),(0 B),(6 B),-4.96
12M 2009,(54 B),(28 B),(82 B),-70.06
12M 2010,(100 B),,(100 B),0.00
12M 2011,(92 B),(29 B),(121 B),0.00
12M 2012,(90 B),(6 B),(96 B),-81.81
12M 2013,(70 B),(2 B),(72 B),-61.42
12M 2014,(97 B),(9 B),(106 B),-7.87
12M 2015,(85 B),(268 B),(353 B),-301.28
12M 2016,(36 B),(4 B),(40 B),-31.05
12M 2017,(58 B),(4 B),(62 B),-52.59
12M 2018,(41 B),(4 B),(44 B),-38.02
12M 2019,(67 B),(0 B),(67 B),-57.20
12M 2020,(28 B),(1 B),(28 B),0.00
12M 2021,(38 B),(0 B),(38 B),-32.19
12M 2022,(14 B),(5 B),(19 B),-16.51
12M 2023,(38 B),(0 B),(39 B),-32.90
12M 2024,(77 B),(35 B),(112 B),-0.04
