Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.58 B,-32.97,-0.88,0.21,,-20.12%,-26.82%,4.30%,3.78
12M 2009,0.58 B,18.71,1.18,0.19,,10.49%,12.92%,-1.53%,-3.78
12M 2010,0.58 B,6.32,2.37,0.03,,1.11%,4.25%,-0.45%,-1.97
12M 2011,0.58 B,2.65,3.77,0.09,,1.44%,1.76%,0.55%,2.49
12M 2012,0.58 B,-10.39,-10.30,1.12,,-5.56%,-7.43%,-9.70%,-38.20
12M 2013,7.42 B,-3.94,-43.40,14.37,,-3.51%,-3.99%,-9.51%,-125.55
12M 2014,7.42 B,-5.88,-24.15,14.00,,-4.71%,-6.34%,-3.17%,-1.02
12M 2015,10.39 B,-5.14,-17.32,8.81,,-4.13%,-4.95%,-3.70%,-1.18
12M 2016,10.39 B,-2.87,-41.46,8.79,,-2.27%,-2.87%,-1.71%,-1.00
12M 2017,31.18 B,-3.82,-20.94,3.52,,-2.65%,-4.01%,-0.81%,-0.20
12M 2018,31.18 B,1.14,75.44,3.35,530.18 B,0.68%,1.17%,4.39%,1.07
12M 2019,31.18 B,0.29,251.72,2.74,629.77 B,0.16%,0.30%,6.25%,1.21
12M 2020,31.18 B,-16.33,-8.70,4.04,335.02 B,-6.67%,-20.60%,1.83%,0.13
12M 2021,31.18 B,-10.08,-23.02,6.06,700.72 B,-4.08%,-14.15%,4.92%,0.51
12M 2022,31.18 B,-68.83,-1.63,1.51,345.82 B,-10.68%,362.30%,-6.01%,-0.49
12M 2023,31.18 B,-27.08,-2.03,0.69,"2,210.00 B",-4.21%,57.60%,5.62%,0.62
12M 2024,31.18 B,-56.79,-0.79,0.57,"1,362.02 B",-6.35%,-40.04%,0.71%,0.09
