Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.32,3.28,0.01,1.33,0.0,0.0,-0.11,0.01,0.25
12M 2009,5.63,5.58,0.0,1.23,0.0,0.0,-0.19,0.0,0.17
12M 2010,1.24,0.98,0.0,3.83,0.0,0.0,-0.51,0.0,2.76
12M 2011,7.21,7.19,0.0,1.22,0.0,0.0,-0.33,0.0,0.17
12M 2012,3.43,3.41,0.0,1.34,0.0,0.0,-0.14,0.0,0.31
12M 2013,1.63,1.63,0.0,1.14,0.0,0.0,-0.04,0.0,0.14
12M 2014,0.54,0.54,0.08,1.35,0.0,0.0,0.03,0.06,0.35
12M 2015,4.67,4.67,0.13,1.2,0.0,0.0,-0.19,0.11,0.2
12M 2016,1.44,1.44,0.12,1.27,0.0,0.0,-0.03,0.09,0.27
12M 2017,1.04,1.02,0.25,1.51,0.0,0.0,0.13,0.17,0.51
12M 2018,1.21,1.19,0.55,1.71,0.0,0.0,0.4,0.32,0.71
12M 2019,1.02,1.02,0.71,1.9,0.0,0.0,0.52,0.37,0.9
12M 2020,0.22,0.22,1.79,3.09,0.0,0.0,1.57,0.58,2.09
12M 2021,0.98,0.97,2.06,3.47,0.0,0.0,1.92,0.59,2.47
12M 2022,1.42,1.41,-31.79,-33.93,-0.0,0.0,-29.54,0.94,-34.93
12M 2023,0.72,0.72,-7.59,-13.67,-0.0,0.0,-7.38,0.56,-14.67
12M 2024,0.58,0.58,2.72,6.31,0.0,0.0,2.61,0.43,5.31
