Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,10.24,,73.96,,4.11,,0.79,2.83,2.83,3.32
12M 2009,49.35,5.48,87.07,-32.24,7.4,7.04,66.66,64.58,4.07,4.62,0.67,0.64,1.43,1.43,5.63
12M 2010,107.32,44.98,168.73,-16.43,3.4,3.35,8.11,8.14,23.92,27.17,1.34,1.34,5.3,5.3,1.24
12M 2011,512.8,411.75,1544.25,-619.7,0.71,5.88,0.89,103.67,6.18,6.31,0.28,0.58,1.08,1.08,7.21
12M 2012,60.62,3.15,80.62,-16.85,6.02,7.0,115.92,115.84,4.89,4.57,0.52,0.5,1.33,1.33,3.43
12M 2013,46.66,1.0,167.62,-119.96,7.82,5.01,364.09,379.12,0.37,0.21,0.19,0.11,1.97,1.97,1.63
12M 2014,63.99,0.27,214.15,-149.89,5.7,7.48,1365.55,,0.15,0.13,0.09,0.08,-0.96,-0.96,0.54
12M 2015,55.25,,118.16,-62.91,6.61,4.19,,,0.36,0.35,0.09,0.08,0.33,0.33,4.67
12M 2016,56.59,,195.12,-138.53,6.45,5.01,,,17.31,18.58,0.11,0.1,2.15,2.15,1.44
12M 2017,59.77,5.47,145.34,-80.1,6.11,3.28,66.76,24.35,0.62,0.33,0.24,0.16,25.04,25.04,1.04
12M 2018,116.02,12.94,197.72,-68.76,3.15,2.84,28.2,32.34,0.33,0.31,0.17,0.15,4.97,4.97,1.21
12M 2019,144.31,9.78,108.25,45.84,2.53,2.29,37.34,38.1,0.3,0.29,0.15,0.15,28.64,28.64,1.02
12M 2020,129.79,7.33,138.21,-1.09,2.81,2.82,49.81,44.94,0.29,0.22,0.16,0.14,-0.28,-0.28,0.22
12M 2021,120.65,6.51,139.27,-12.11,3.03,2.82,56.09,62.68,0.26,0.25,0.16,0.15,-88.98,-88.98,0.98
12M 2022,84.6,2.52,60.47,26.65,4.31,3.21,144.88,169.32,0.24,0.16,0.17,0.11,3.31,3.31,1.42
12M 2023,110.66,2.19,93.97,18.88,3.3,3.14,166.38,158.66,0.17,0.16,0.12,0.13,-4.29,-4.29,0.72
12M 2024,119.51,1.42,128.86,-7.93,3.05,3.14,257.5,271.69,0.13,0.13,0.1,0.1,-2.03,-2.03,0.58
