Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.35,0.3,0.17,1.49,0.0,0.0,0.13,0.11,0.22
12M 2012,5.1,5.1,0.0,1.16,0.0,0.0,-0.37,0.0,0.08
12M 2013,4.71,4.37,0.3,1.46,0.0,0.0,-0.09,0.21,0.38
12M 2014,1.21,1.01,0.55,1.7,0.0,0.0,0.25,0.32,0.63
12M 2015,0.76,0.68,0.73,1.89,0.0,0.0,0.45,0.39,0.83
12M 2016,0.27,0.23,0.6,1.76,0.0,0.0,0.56,0.34,0.71
12M 2017,0.21,0.19,0.64,1.85,0.0,0.0,0.6,0.35,0.78
12M 2018,0.33,0.29,0.5,1.59,0.0,0.0,0.41,0.31,0.65
12M 2019,0.61,0.59,0.39,1.48,0.0,0.0,0.26,0.26,0.49
12M 2020,0.58,0.49,0.39,1.53,0.0,0.0,0.28,0.26,0.55
12M 2021,2.13,2.03,0.19,1.29,0.0,0.0,-0.04,0.15,0.29
12M 2022,1.08,0.93,0.0,1.22,0.0,0.0,-0.09,0.0,0.17
12M 2023,1.08,0.78,0.0,1.35,0.0,0.0,-0.06,0.0,0.28
12M 2024,1.08,0.78,0.0,1.64,0.0,0.0,-0.18,0.0,0.56
