Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,0 B,,0 B,0.39
12M 2012,(7 B),(25 B),(32 B),-35.99
12M 2013,(31 B),(88 B),(119 B),-132.59
12M 2014,(34 B),(104 B),(138 B),-153.89
12M 2015,(23 B),(24 B),(48 B),-15.08
12M 2016,(27 B),(8 B),(36 B),-11.30
12M 2017,(9 B),(8 B),(18 B),-5.57
12M 2018,53 B,(39 B),14 B,4.36
12M 2019,49 B,(27 B),22 B,7.08
12M 2020,9 B,(13 B),(4 B),-1.38
12M 2021,123 B,(27 B),96 B,30.48
12M 2022,419 B,(10 B),410 B,130.01
12M 2023,156 B,(8 B),148 B,47.00
12M 2024,242 B,(20 B),222 B,70.52
