Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,,,0.35
12M 2012,,,,,,,,,,,,,,,5.1
12M 2013,,,,,,,,,,,,,,,4.71
12M 2014,121.84,1375.86,,1497.7,3.0,2.72,0.27,0.2,0.2,0.17,0.01,0.01,0.32,0.32,1.21
12M 2015,67.94,256.09,3.11,320.92,5.37,5.26,1.43,2.05,0.62,0.65,0.04,0.04,-0.71,-0.71,0.76
12M 2016,18.76,59.53,5.21,73.08,19.45,47.97,6.13,16.34,1.41,1.49,0.08,0.09,-0.94,-0.94,0.27
12M 2017,6.66,24.22,5.53,25.35,54.78,54.91,15.07,19.1,1.19,0.99,0.08,0.08,-0.61,-0.61,0.21
12M 2018,2.24,10.81,3.97,9.08,163.2,152.42,33.77,21.29,3.47,3.68,0.24,0.23,-1.61,-1.61,0.33
12M 2019,1.69,8.28,6.59,3.38,215.64,271.54,44.08,31.14,6.1,7.15,0.29,0.29,-4.6,-4.6,0.61
12M 2020,8.61,17.83,25.95,0.49,42.41,41.23,20.47,13.68,8.43,11.65,0.24,0.24,-3.15,-3.15,0.58
12M 2021,16.09,13.86,18.38,11.57,22.68,19.11,26.33,30.38,34.3,40.1,0.53,0.5,4.03,4.03,2.13
12M 2022,15.79,8.81,13.9,10.7,23.12,22.03,41.44,16.51,79.13,78.25,0.94,0.93,79.59,79.59,1.08
12M 2023,20.4,16.41,25.04,11.77,17.89,25.84,22.24,24.66,71.3,72.09,0.93,0.92,75.41,75.41,1.08
12M 2024,24.93,39.77,54.18,10.52,14.64,20.01,9.18,6.83,53.89,55.06,0.71,0.67,26.62,26.62,1.08
