Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(26 B),(0 B),(26 B),-1244.92
12M 2009,1 B,(0 B),1 B,56.66
12M 2010,18 B,(1 B),17 B,803.52
12M 2011,4 B,(1 B),3 B,154.47
12M 2012,7 B,(2 B),5 B,214.84
12M 2013,(8 B),(1 B),(9 B),0.00
12M 2014,(19 B),(1 B),(20 B),-933.52
12M 2015,46 B,(69 B),(23 B),-1062.20
12M 2016,(17 B),(88 B),(105 B),-4960.59
12M 2017,(4 B),(2 B),(5 B),-49.57
12M 2018,(15 B),(0 B),(15 B),-144.71
12M 2019,16 B,(1 B),15 B,35.90
12M 2020,16 B,(1 B),16 B,36.86
12M 2021,2 B,(4 B),(2 B),-5.61
12M 2022,(20 B),(0 B),(20 B),-47.91
12M 2023,22 B,(0 B),21 B,49.79
12M 2024,39 B,(2 B),37 B,86.20
