Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.3,0.56,0.25,2.21,0.0,0.0,0.0,0.11,1.21
12M 2009,2.27,1.68,0.16,1.49,0.0,0.0,-0.04,0.1,0.49
12M 2010,2.52,1.83,0.1,1.41,0.0,0.0,-0.26,0.07,0.41
12M 2011,2.94,2.22,0.06,1.33,0.0,0.0,-0.25,0.04,0.33
12M 2012,2.9,2.09,0.04,1.28,0.0,0.0,-0.33,0.03,0.28
12M 2013,2.48,1.51,0.04,1.37,0.0,0.0,-0.32,0.03,0.37
12M 2014,2.16,0.81,0.04,1.33,0.0,0.0,-0.01,0.03,0.33
12M 2015,0.79,0.57,0.23,2.73,0.0,0.0,-0.25,0.08,1.75
12M 2016,0.71,0.56,2.34,7.15,0.0,0.0,0.97,0.33,6.38
12M 2017,5.21,3.65,0.0,1.16,0.0,0.0,-0.13,0.0,0.16
12M 2018,7.92,5.15,0.0,1.13,0.0,0.0,-0.23,0.0,0.11
12M 2019,13.04,10.07,0.0,1.1,0.0,0.0,-0.27,0.0,0.07
12M 2020,9.05,7.68,0.0,1.12,0.0,0.0,-0.32,0.0,0.09
12M 2021,7.26,5.42,0.0,1.13,0.0,0.0,-0.17,0.0,0.1
12M 2022,5.19,2.76,0.0,1.14,0.0,0.0,-0.05,0.0,0.11
12M 2023,8.61,4.83,0.0,1.1,0.0,0.0,-0.11,0.0,0.07
12M 2024,6.75,4.87,0.0,1.12,0.0,0.0,-0.2,0.0,0.09
