Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.71 B,32.66,6.28,6.01,,8.19%,11.17%,9.47%,
12M 2016,0.71 B,34.29,5.83,5.92,,6.28%,10.83%,3.34%,
12M 2017,0.71 B,44.66,6.70,6.91,,8.33%,12.73%,7.16%,
12M 2018,2.83 B,19.74,8.87,8.65,40.25 B,7.61%,10.97%,10.44%,
12M 2019,2.83 B,11.65,18.88,22.15,3.34 B,5.01%,6.35%,0.58%,
12M 2020,2.83 B,-2.56,-53.12,76.55,(9.70 B),-1.38%,-1.46%,-1.92%,
12M 2021,2.83 B,-34.32,-34.09,-34.89,(107.57 B),-18.84%,-24.39%,-24.01%,
12M 2022,2.83 B,-39.95,-10.51,-11.71,(118.88 B),-27.40%,-39.64%,-34.88%,
12M 2023,2.83 B,-25.82,-6.58,-6.76,(86.15 B),-29.27%,-34.44%,-34.64%,
12M 2024,2.83 B,-12.09,-9.18,-13.09,(39.09 B),-16.53%,-19.19%,-19.87%,
