Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.6,1.59,2.06,3.64,0.0,0.0,2.0,0.56,2.64
12M 2009,0.77,0.76,2.33,4.15,0.0,0.0,2.27,0.56,3.15
12M 2010,0.35,0.35,4.37,10.04,0.0,0.0,4.27,0.44,9.04
12M 2011,1.07,0.94,4.95,13.2,0.0,0.0,3.87,0.38,10.8
12M 2012,1.02,0.92,2.41,10.1,0.0,0.0,1.5,0.24,7.67
12M 2013,1.14,1.01,2.05,8.88,0.0,0.0,1.51,0.23,6.19
12M 2014,1.99,1.48,0.18,2.4,0.0,0.0,-0.58,0.08,1.07
12M 2015,1.51,0.74,0.05,3.58,0.0,0.0,-0.29,0.01,2.21
12M 2016,1.56,0.84,0.54,3.98,0.0,0.0,0.37,0.14,2.63
12M 2017,1.61,0.76,0.28,3.27,0.0,0.0,0.15,0.08,1.91
12M 2018,1.91,0.98,0.11,2.67,0.0,0.0,0.07,0.04,1.29
12M 2019,2.65,1.44,0.03,2.15,0.0,0.0,-0.04,0.01,0.76
12M 2020,1.99,0.78,0.04,2.11,0.0,0.0,-0.0,0.02,0.72
12M 2021,2.05,0.76,0.03,2.15,0.0,0.0,-0.08,0.02,0.73
12M 2022,0.94,0.67,0.05,2.41,0.0,0.0,0.02,0.02,0.98
12M 2023,0.9,0.6,0.02,2.39,0.0,0.0,-0.0,0.01,0.95
12M 2024,0.92,0.61,0.02,2.4,0.0,0.0,-0.05,0.01,0.94
