Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,1.02 B,27.57,0.00,0.00,,3.81%,17.03%,9.60%,
12M 2011,1.08 B,36.40,5.49,1.44,,3.88%,19.07%,5.49%,
12M 2012,1.08 B,40.13,5.98,1.51,,3.99%,18.08%,5.42%,
12M 2013,1.08 B,29.25,10.22,1.83,,3.06%,12.13%,4.28%,
12M 2014,1.08 B,33.62,6.63,1.48,,3.36%,12.65%,4.03%,
12M 2015,1.08 B,18.58,7.43,0.90,,1.49%,6.77%,2.20%,
12M 2016,1.08 B,16.30,9.26,0.96,,1.25%,5.73%,1.34%,
12M 2017,1.08 B,21.31,9.01,1.08,,1.41%,7.11%,1.96%,
12M 2018,1.08 B,25.78,6.17,0.81,31.96 B,1.84%,8.06%,1.92%,
12M 2019,1.08 B,30.60,7.84,1.35,37.40 B,2.73%,8.91%,2.62%,
12M 2020,1.08 B,13.79,40.61,4.03,153.04 B,1.35%,4.08%,1.58%,
12M 2021,3.55 B,7.53,81.67,19.36,38.44 B,1.91%,2.59%,2.59%,
12M 2022,3.55 B,16.02,25.34,10.11,67.99 B,3.55%,5.22%,4.16%,
12M 2023,3.55 B,16.86,38.55,14.14,72.49 B,3.33%,5.21%,3.96%,
12M 2024,3.55 B,18.31,30.04,10.79,88.06 B,3.16%,5.35%,4.25%,
