Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2010,(300 B),(1 B),(300 B),-293.47
12M 2011,(183 B),(32 B),(216 B),-199.60
12M 2012,85 B,(122 B),(37 B),-34.12
12M 2013,237 B,(104 B),133 B,122.97
12M 2014,86 B,(70 B),16 B,15.23
12M 2015,101 B,(339 B),(238 B),-220.31
12M 2016,90 B,(219 B),(129 B),-119.08
12M 2017,(118 B),(153 B),(271 B),-251.12
12M 2018,94 B,(0 B),94 B,87.17
12M 2019,288 B,(1 B),288 B,266.36
12M 2020,326 B,(1 B),326 B,301.56
12M 2021,(201 B),(5 B),(206 B),-58.05
12M 2022,(205 B),(1 B),(205 B),-57.75
12M 2023,(205 B),(3 B),(208 B),-58.55
12M 2024,(98 B),(1 B),(99 B),-27.77
