Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.02 B,77.54,19.04,0.06,,0.48%,1.26%,31.22%,1.59
12M 2009,0.02 B,184.26,7.82,0.10,,1.17%,2.90%,14.02%,1.64
12M 2010,0.02 B,633.13,6.25,0.20,,3.75%,8.55%,18.43%,2.90
12M 2011,0.02 B,891.55,4.44,0.14,,3.99%,10.74%,22.55%,2.53
12M 2012,0.02 B,1077.66,3.77,0.12,,4.10%,10.03%,22.67%,2.38
12M 2013,0.72 B,47.04,6.87,0.26,,4.24%,14.36%,28.56%,2.45
12M 2014,1.49 B,33.72,14.44,0.71,,4.15%,8.71%,21.14%,2.76
12M 2015,1.49 B,20.63,20.60,0.64,,1.98%,5.04%,10.69%,1.95
12M 2016,1.64 B,40.16,8.81,0.56,,3.69%,7.80%,11.97%,2.60
12M 2017,1.64 B,26.97,18.54,0.76,,2.32%,5.02%,9.82%,2.20
