Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.04,0.75,1.4,2.64,0.0,0.0,1.24,0.53,1.64
12M 2009,0.99,0.56,1.29,2.48,0.0,0.0,1.17,0.52,1.48
12M 2010,1.02,0.65,0.98,2.28,0.0,0.0,0.92,0.43,1.28
12M 2011,1.08,0.59,1.27,2.69,0.0,0.0,1.24,0.47,1.69
12M 2012,1.1,0.66,1.05,2.45,0.0,0.0,1.01,0.43,1.45
12M 2013,1.05,0.67,1.98,3.38,0.0,0.0,1.95,0.58,2.38
12M 2014,1.29,0.86,0.87,2.1,0.0,0.0,0.81,0.41,1.1
12M 2015,1.05,0.68,1.04,2.54,0.0,0.0,0.98,0.41,1.54
12M 2016,1.22,0.85,0.71,2.11,0.0,0.0,0.64,0.33,1.11
12M 2017,1.17,0.83,0.66,2.16,0.0,0.0,0.65,0.07,1.16
