Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.1,,8.35,,3.93,,1.54,78.38,78.38,1.04
12M 2009,114.66,93.01,14.39,193.28,3.18,3.73,3.92,3.95,1.99,2.01,0.88,0.93,-219.75,-219.75,0.99
12M 2010,78.19,74.49,17.35,135.33,4.67,4.29,4.9,5.74,2.69,2.72,1.23,1.27,133.47,133.47,1.02
12M 2011,74.35,69.33,26.9,116.78,4.91,0.01,5.26,0.01,3.5,0.01,1.48,,28.2,28.2,1.08
12M 2012,76.71,76.6,33.51,119.8,4.76,4.43,4.77,4.76,3.61,3.61,1.45,1.42,24.33,24.33,1.1
12M 2013,83.04,76.2,26.78,132.46,4.4,3.63,4.79,3.96,3.87,3.72,1.38,1.21,35.04,35.04,1.05
12M 2014,104.03,91.38,24.06,171.35,3.51,3.04,3.99,3.93,2.87,2.58,1.01,0.89,6.66,6.66,1.29
12M 2015,118.99,106.87,66.3,159.56,3.07,3.05,3.42,3.18,1.89,1.64,0.72,0.63,31.18,31.18,1.05
12M 2016,112.71,104.53,94.33,122.91,3.24,3.2,3.49,3.52,1.63,1.62,0.63,0.63,7.03,7.03,1.22
12M 2017,112.68,103.71,98.29,118.1,3.24,3.35,3.52,3.38,1.58,1.58,0.59,0.59,7.86,7.86,1.17
